Reacher-v10_seed_1,Reacher-v10_seed_2,Reacher-v10_seed_3,Reacher-v11_seed_1,Reacher-v11_seed_2,Reacher-v11_seed_3,Reacher-v12_seed_1,Reacher-v12_seed_2,Reacher-v12_seed_3,Reacher-v20_seed_1,Reacher-v20_seed_2,Reacher-v20_seed_3,Reacher-v21_seed_1,Reacher-v21_seed_2,Reacher-v21_seed_3,Reacher-v22_seed_1,Reacher-v22_seed_2,Reacher-v22_seed_3,Reacher-v30_seed_1,Reacher-v30_seed_2,Reacher-v30_seed_3,Reacher-v31_seed_1,Reacher-v31_seed_2,Reacher-v31_seed_3,Reacher-v32_seed_1,Reacher-v32_seed_2,Reacher-v32_seed_3,Reacher-v40_seed_1,Reacher-v40_seed_2,Reacher-v40_seed_3,Reacher-v41_seed_1,Reacher-v41_seed_2,Reacher-v41_seed_3,Reacher-v42_seed_1,Reacher-v42_seed_2,Reacher-v42_seed_3,Reacher-v50_seed_1,Reacher-v50_seed_2,Reacher-v50_seed_3,Reacher-v51_seed_1,Reacher-v51_seed_2,Reacher-v51_seed_3,Reacher-v52_seed_1,Reacher-v52_seed_2,Reacher-v52_seed_3,Reacher-v60_seed_1,Reacher-v60_seed_2,Reacher-v60_seed_3,Reacher-v61_seed_1,Reacher-v61_seed_2,Reacher-v61_seed_3,Reacher-v62_seed_1,Reacher-v62_seed_2,Reacher-v62_seed_3
-59.105857849121094,-73.6507797241211,-60.13429260253906,-73.33006286621094,-99.34278106689452,-84.88530731201172,-69.44389343261719,-47.079833984375,-56.61504364013672,-78.98943328857422,-89.89927673339844,-109.81289672851562,-102.94384765625,-92.38752746582031,-99.7966537475586,-102.06619262695312,-100.8499984741211,-121.6553955078125,-209.66635131835938,-174.27684020996094,-141.62757873535156,-162.52777099609375,-151.91058349609375,-117.9413604736328,-185.7614898681641,-162.7749786376953,-127.75629425048828,-185.85101318359366,-228.7521514892578,-158.1890869140625,-212.7403106689453,-209.5870361328125,-166.31564331054688,-195.6553497314453,-227.80393981933602,-155.4160614013672,-182.2099914550781,-244.9853363037109,-226.6953430175781,-193.3096466064453,-244.6774444580078,-255.70372009277344,-203.914306640625,-258.41754150390625,-233.5049743652344,-184.0230865478516,-279.07412719726557,-240.4070587158203,-202.03440856933602,-273.41653442382807,-218.13389587402344,-213.01222229003903,-276.48440551757807,-265.1462097167969
-70.46270751953125,-63.44461059570313,-55.83826065063477,-91.41754150390624,-85.0650405883789,-83.0152587890625,-54.09870910644531,-57.32436752319336,-48.985511779785156,-103.84019470214844,-93.9023208618164,-109.7068099975586,-127.63178253173828,-84.01087951660156,-109.3560791015625,-136.5528564453125,-76.36376190185547,-143.21005249023438,-105.83226776123048,-126.01512145996094,-121.37433624267578,-100.29029083251952,-98.97154998779295,-111.87269592285156,-122.37164306640624,-122.40475463867188,-129.70075988769528,-184.89468383789062,-220.7200927734375,-180.9792022705078,-200.76312255859366,-203.13763427734366,-162.77394104003906,-190.11572265625,-218.5820770263672,-169.79617309570312,-205.2894287109375,-176.13504028320312,-176.4620361328125,-232.55972290039062,-201.4793243408203,-212.01939392089844,-213.80079650878903,-197.4420928955078,-207.86964416503903,-229.4926300048828,-220.6495513916016,-333.99658203125,-244.882080078125,-202.17112731933602,-250.20767211914062,-241.6619873046875,-237.39491271972656,-297.563232421875
-62.95083618164063,-61.561302185058594,-60.08786010742188,-94.3368682861328,-82.44281768798828,-91.40050506591795,-67.63845062255861,-50.5786018371582,-58.45436096191406,-92.22683715820312,-71.13931274414062,-75.84587860107422,-109.76495361328124,-116.5928955078125,-101.90888214111328,-114.5093231201172,-81.5810546875,-80.784423828125,-146.54786682128906,-171.8612823486328,-159.55194091796875,-104.01392364501952,-92.0792007446289,-107.4408721923828,-111.03216552734376,-124.43289184570312,-131.472412109375,-123.09158325195312,-145.56256103515625,-184.2081756591797,-146.31236267089844,-145.35569763183594,-168.3509521484375,-139.69248962402344,-178.72398376464844,-170.4949188232422,-170.68841552734375,-200.5884094238281,-191.18255615234366,-225.36558532714844,-199.36497497558602,-204.67694091796875,-178.91920471191406,-189.8698883056641,-206.0870819091797,-331.33612060546875,-227.5312042236328,-236.41357421875,-298.2245178222656,-242.4015350341797,-163.37890625,-328.8793640136719,-248.5207977294922,-213.18994140625
-64.46989440917969,-58.81715393066406,-49.08027648925781,-88.18810272216797,-78.54834747314453,-77.55155944824219,-34.787918090820305,-46.84833908081055,-55.77185440063477,-73.39095306396484,-119.93123626708984,-112.82109832763672,-97.00119018554688,-102.25772094726562,-87.82735443115234,-92.45972442626952,-100.33223724365234,-120.0076141357422,-133.78573608398438,-178.9208984375,-153.01773071289062,-102.7136001586914,-137.92704772949222,-106.80896759033205,-107.78726196289062,-162.50790405273438,-128.93962097167972,-135.71293640136722,-202.1613311767578,-184.47702026367188,-177.6626739501953,-174.03366088867188,-177.90365600585938,-163.77877807617188,-185.4385681152344,-174.0793914794922,-163.80276489257812,-205.5229949951172,-189.2097625732422,-200.4290313720703,-185.8294982910156,-225.288818359375,-178.38546752929688,-195.27528381347656,-194.3803253173828,-252.34751892089844,-221.7583312988281,-206.78260803222656,-221.52674865722656,-245.59283447265625,-168.6339874267578,-244.8531188964844,-262.76434326171875,-220.17617797851562
-57.44432067871094,-64.10584259033203,-50.85745239257813,-73.45928955078125,-87.99312591552734,-85.92073822021484,-49.09082412719727,-59.2415657043457,-54.55057144165039,-78.0806884765625,-130.38066101074222,-136.24435424804688,-95.82968139648438,-126.5793914794922,-126.30510711669922,-110.76342010498048,-133.11050415039062,-130.3304443359375,-137.45466613769528,-130.73664855957028,-125.9086456298828,-129.93159484863278,-125.11737823486328,-112.53626251220705,-131.51544189453122,-140.95654296875,-127.02877044677734,-174.54885864257812,-161.36749267578125,-193.2758331298828,-190.23814392089844,-134.36141967773438,-194.59371948242188,-188.9886779785156,-208.08963012695312,-182.670654296875,-205.87582397460938,-144.37640380859375,-226.38755798339844,-209.9231109619141,-167.9829559326172,-212.38766479492188,-218.0840759277344,-184.44537353515625,-216.216796875,-255.84739685058602,-198.6615753173828,-262.21356201171875,-254.189697265625,-212.2523651123047,-249.3825225830078,-229.7060089111328,-201.2151641845703,-304.3249816894531
-67.64438629150389,-60.510009765625,-64.27714538574219,-89.89493560791016,-80.13631439208984,-76.76814270019531,-31.99140930175781,-47.17267990112305,-54.44758224487305,-77.86686706542969,-126.38220977783205,-117.47159576416016,-104.49568176269531,-114.1497573852539,-100.2866439819336,-109.09919738769531,-134.67437744140622,-118.32968139648438,-192.57449340820312,-148.07479858398438,-125.96359252929688,-156.6883544921875,-114.2761001586914,-114.18365478515624,-172.38124084472656,-124.60584259033205,-105.4474105834961,-145.14529418945312,-209.8459014892578,-164.42791748046875,-149.420654296875,-212.0797119140625,-157.10067749023438,-138.70465087890622,-216.17323303222656,-148.2588348388672,-180.65850830078125,-170.67071533203125,-179.3910675048828,-205.8735809326172,-190.4134521484375,-235.9393615722656,-191.64964294433602,-172.39654541015625,-192.9896240234375,-228.9552154541016,-209.36843872070312,-242.385498046875,-229.0305938720703,-191.67344665527344,-238.88189697265625,-223.1337432861328,-203.1741943359375,-244.4807586669922
-65.50680541992189,-59.669837951660156,-61.995384216308594,-85.40158081054688,-87.32182312011719,-85.34312438964844,-53.86371994018555,-49.10863876342773,-53.44525909423828,-62.68270874023438,-81.51764678955078,-126.60133361816406,-111.03010559082031,-98.13385772705078,-106.69607543945312,-128.8421630859375,-96.75133514404295,-136.19309997558594,-150.73899841308594,-141.24183654785156,-123.91741943359376,-117.70609283447266,-129.75697326660156,-131.11659240722656,-128.96263122558594,-135.30607604980472,-117.06951904296876,-149.48812866210938,-186.5966033935547,-181.4745635986328,-155.38914489746094,-152.64488220214844,-177.10206604003906,-160.36123657226562,-174.86276245117188,-160.3070068359375,-218.87945556640625,-256.5333251953125,-165.70314025878906,-246.39913940429688,-257.13058471679693,-212.9297180175781,-222.2411956787109,-258.00244140625,-190.76828002929688,-252.3516387939453,-258.29324340820307,-289.61163330078125,-252.75624084472656,-249.4639434814453,-236.9266815185547,-257.51678466796875,-273.55325317382807,-241.29827880859375
-66.36527252197266,-58.73394775390625,-68.79055786132811,-77.25563049316406,-84.41632843017578,-61.28808212280274,-31.75916290283203,-57.83337783813477,-51.00798034667969,-58.12279510498047,-89.9266128540039,-91.63461303710938,-81.16239166259766,-91.1540298461914,-65.80015563964844,-85.76815795898438,-91.54534912109376,-70.38333892822266,-118.71952056884766,-127.03733825683594,-147.17626953125,-103.20841979980469,-125.03025817871094,-127.5620574951172,-108.96240997314452,-129.0596923828125,-140.1365966796875,-213.9874725341797,-149.37606811523438,-172.14260864257812,-190.05747985839844,-168.86624145507812,-160.63356018066406,-184.00802612304688,-134.73350524902344,-179.7160186767578,-208.0849151611328,-173.4588623046875,-207.7229766845703,-253.22137451171875,-184.60577392578125,-255.3290100097656,-222.665283203125,-194.5211944580078,-221.4758453369141,-218.32394409179688,-234.03738403320312,-269.07595825195307,-228.0476531982422,-228.39866638183602,-197.4918975830078,-254.53697204589844,-231.4476623535156,-238.79022216796875
-62.083251953125,-65.382568359375,-60.39506530761719,-92.49268341064452,-94.53540802001952,-79.13123321533203,-54.46333312988281,-59.4603385925293,-56.58613967895508,-42.35310745239258,-84.11627960205078,-129.29617309570312,-86.30096435546875,-102.50748443603516,-93.82192993164062,-99.25840759277344,-89.18599700927734,-119.28309631347656,-165.99046325683594,-141.14263916015625,-122.46712493896484,-118.2414321899414,-137.89779663085938,-112.02161407470705,-139.69723510742188,-145.01272583007812,-128.60032653808594,-167.1702117919922,-203.7779541015625,-173.78964233398438,-162.62335205078125,-199.72071838378903,-160.98696899414062,-130.91450500488278,-176.95777893066406,-156.81982421875,-224.2691192626953,-192.35276794433602,-211.33238220214844,-236.72174072265625,-226.3817901611328,-273.67514038085943,-232.71339416503903,-228.10166931152344,-237.44615173339844,-271.42837524414057,-217.89459228515625,-211.7968292236328,-243.1023712158203,-219.54090881347656,-188.11854553222656,-303.45843505859375,-252.1022491455078,-219.6108856201172
-60.4975700378418,-51.3272705078125,-56.74553680419922,-93.9137191772461,-78.98870086669922,-68.39874267578125,-56.00493621826172,-56.68171691894531,-54.82966232299805,-90.30744171142578,-85.1095199584961,-137.82049560546878,-108.4259262084961,-108.94490051269531,-112.43389129638672,-112.95723724365234,-102.30836486816406,-145.67022705078125,-185.44097900390625,-158.01356506347656,-195.0723114013672,-130.6705322265625,-110.0046844482422,-159.63624572753906,-141.23675537109375,-136.62773132324222,-172.10520935058594,-173.54086303710938,-149.76072692871094,-194.0368194580078,-182.84347534179688,-170.08290100097656,-193.25379943847656,-205.3687286376953,-167.40957641601562,-204.91030883789062,-165.17726135253906,-187.69219970703125,-216.02793884277344,-198.1102752685547,-201.3238983154297,-292.136962890625,-189.8946228027344,-209.46730041503903,-198.5529327392578,-252.454833984375,-240.4770965576172,-263.155517578125,-234.80496215820312,-240.18736267089844,-203.61892700195312,-244.82237243652344,-258.98275756835943,-267.81524658203125
-56.28090286254883,-64.11660766601561,-44.26405715942383,-76.21566009521484,-92.59323120117188,-73.94414520263672,-47.12122344970703,-56.74203872680664,-54.23222732543945,-114.61399841308594,-115.7553482055664,-136.998291015625,-116.27621459960938,-112.15086364746094,-117.44110107421876,-126.08751678466795,-134.28182983398438,-135.9091796875,-164.53358459472656,-163.7723388671875,-155.68551635742188,-109.70606994628906,-122.14195251464844,-109.13199615478516,-125.1985855102539,-136.43473815917972,-105.15638732910156,-146.08349609375,-193.8775329589844,-189.7391662597656,-142.7483367919922,-174.74087524414062,-145.6144561767578,-154.8700408935547,-190.5177459716797,-180.58018493652344,-187.72901916503903,-177.73048400878906,-225.95785522460938,-201.54165649414062,-186.3901214599609,-314.64166259765625,-190.62661743164062,-187.8597869873047,-239.2071228027344,-254.7498779296875,-272.5294189453125,-224.0397491455078,-240.7813415527344,-272.3262939453125,-201.95965576171875,-295.8303527832031,-269.79571533203125,-206.93505859375
-60.59477233886719,-48.84689712524414,-51.291221618652344,-82.1150131225586,-93.91712188720705,-88.3838119506836,-72.41009521484375,-59.80592727661133,-58.56260681152344,-74.05216979980469,-117.3865737915039,-88.24422454833984,-107.75879669189452,-122.79244232177734,-79.54823303222656,-101.1785125732422,-133.19953918457028,-107.23114776611328,-181.92010498046875,-175.5995635986328,-182.02008056640625,-142.33062744140625,-131.77822875976562,-147.83436584472656,-155.52621459960938,-142.7646942138672,-127.4596176147461,-153.88754272460938,-156.61502075195312,-152.08250427246094,-198.99166870117188,-158.68771362304688,-136.61265563964844,-174.41151428222656,-155.78443908691406,-157.36317443847656,-208.05270385742188,-174.34071350097656,-195.0802459716797,-241.9232635498047,-189.45291137695312,-232.8080291748047,-228.44253540039062,-179.25486755371094,-196.24832153320312,-209.61204528808602,-174.44119262695312,-257.84750366210943,-222.18942260742188,-184.2850646972656,-213.21348571777344,-244.72183227539062,-195.54037475585938,-254.7314910888672
-55.66608428955078,-63.64633178710938,-74.61038208007812,-75.84725952148438,-100.17678833007812,-79.41934204101562,-58.94065475463867,-41.20937728881836,-57.46706771850586,-59.55220031738281,-122.34918212890624,-126.13932037353516,-87.56796264648438,-118.86775970458984,-119.79149627685548,-122.00119018554688,-131.59773254394528,-134.222412109375,-177.92137145996094,-149.59619140625,-139.43736267089844,-139.4383544921875,-129.93064880371094,-111.9539794921875,-140.36253356933594,-146.4086151123047,-121.09491729736328,-159.74314880371094,-136.55911254882812,-147.68167114257812,-198.34780883789062,-157.56712341308594,-147.14732360839844,-160.89157104492188,-142.20501708984375,-155.85797119140625,-157.2225799560547,-213.64439392089844,-168.433837890625,-181.5946807861328,-236.28756713867188,-212.20574951171875,-168.7654571533203,-240.9199981689453,-179.7288360595703,-251.9795379638672,-192.8577117919922,-208.3642883300781,-246.6287384033203,-203.9332427978516,-191.82351684570312,-229.73216247558602,-230.7245941162109,-216.5535125732422
-59.76771545410156,-69.67387390136719,-70.53618621826172,-82.80923461914062,-94.54904174804688,-85.74769592285156,-49.564231872558594,-54.73938751220703,-55.29437255859375,-101.4953155517578,-92.39405059814452,-101.46774291992188,-131.30126953125,-99.9953842163086,-81.568359375,-149.3974151611328,-97.73379516601562,-102.13297271728516,-133.36912536621094,-120.74319458007812,-190.8992919921875,-121.64066314697266,-100.29841613769531,-162.92465209960938,-125.34264373779295,-118.03013610839844,-165.285888671875,-136.97611999511722,-124.57610321044922,-138.23622131347656,-176.6825408935547,-144.565673828125,-113.98880767822266,-163.3839874267578,-131.01399230957028,-142.74261474609375,-201.05978393554688,-182.8468170166016,-173.84271240234375,-221.9140625,-216.3744354248047,-243.5371856689453,-218.31922912597656,-213.4197998046875,-176.90110778808594,-245.7981414794922,-174.4062957763672,-205.44775390625,-235.39686584472656,-202.1445617675781,-209.27186584472656,-261.46307373046875,-219.2944793701172,-221.10308837890625
-55.45687103271485,-51.3594741821289,-29.99384117126465,-80.37616729736328,-84.78303527832031,-80.76392364501953,-44.54509353637695,-61.09851837158203,-63.49700546264648,-114.68611907958984,-60.67399978637695,-75.56888580322266,-122.69249725341795,-75.95478820800781,-63.36201477050781,-139.09332275390622,-67.23104095458984,-76.7569808959961,-167.29129028320312,-134.43701171875,-128.36061096191406,-106.84237670898438,-115.54248809814452,-112.35198211669922,-107.4082260131836,-134.72740173339844,-109.63829803466795,-137.14122009277344,-128.63522338867188,-182.5063781738281,-186.8854217529297,-135.98527526855472,-152.0073699951172,-151.77719116210938,-124.47262573242188,-172.7763214111328,-177.81103515625,-205.5731506347656,-190.0198516845703,-183.9658660888672,-206.3476104736328,-268.0521240234375,-172.04190063476562,-208.5230712890625,-198.5454559326172,-253.09544372558602,-206.11045837402344,-304.68475341796875,-237.53746032714844,-201.79095458984366,-274.62234497070307,-224.6833038330078,-196.5588531494141,-295.0694580078125
-54.94781112670898,-57.68438720703125,-62.96709442138672,-84.92406463623047,-89.6734848022461,-74.02046203613281,-57.4390754699707,-49.69103622436523,-62.16854858398438,-48.23308944702149,-72.63627624511719,-110.60055541992188,-100.95931243896484,-86.45040130615234,-72.36731719970703,-71.69336700439453,-85.46318817138672,-116.6222152709961,-161.05087280273438,-138.9559326171875,-150.025146484375,-99.59030151367188,-130.25302124023438,-114.42581939697266,-97.78082275390624,-137.81910705566406,-123.12867736816406,-213.1337127685547,-163.7945098876953,-144.26966857910156,-216.55197143554688,-177.15895080566406,-147.2952880859375,-202.9199981689453,-158.6566619873047,-167.0053253173828,-192.24583435058602,-203.09825134277344,-262.89443969726557,-199.09176635742188,-231.97837829589844,-356.37322998046875,-186.01193237304688,-226.0770568847656,-281.66485595703125,-280.43264770507807,-197.5100860595703,-245.4964599609375,-261.4256591796875,-192.700927734375,-201.4058380126953,-282.6299743652344,-223.3504943847656,-217.3197021484375
-60.42753219604492,-57.3683090209961,-52.86597442626953,-85.92232513427734,-91.23455047607422,-87.5106430053711,-52.50954055786133,-55.23908233642578,-64.43092346191406,-86.5221176147461,-114.71343994140624,-95.81941223144531,-102.14825439453124,-109.75667572021484,-86.24571990966797,-130.3736572265625,-126.61697387695312,-120.5304946899414,-158.8949737548828,-170.24575805664062,-150.43310546875,-99.13652801513672,-143.58065795898438,-111.9541244506836,-106.166015625,-151.75584411621094,-109.86053466796876,-195.89183044433602,-187.75717163085938,-202.28070068359366,-187.3585662841797,-163.1497802734375,-176.7703857421875,-180.7386474609375,-169.3850860595703,-198.62940979003903,-176.2667694091797,-181.7397918701172,-196.5675201416016,-183.42062377929688,-202.5185089111328,-297.6396789550781,-180.06027221679688,-210.86410522460938,-232.57472229003903,-196.599365234375,-176.5460662841797,-269.97897338867193,-175.64300537109375,-215.88958740234366,-231.0267639160156,-201.13592529296875,-227.84181213378903,-265.1053771972656
-58.76386642456055,-64.58545684814453,-44.15472412109375,-80.03402709960938,-91.1024932861328,-85.12560272216797,-51.41763305664063,-52.96275329589844,-55.11731338500977,-97.14354705810548,-72.02509307861328,-84.3898696899414,-108.04900360107422,-80.62328338623047,-75.8707504272461,-118.36144256591795,-68.65202331542969,-116.20011901855469,-168.14183044433594,-136.93475341796878,-207.77114868164062,-116.02828979492188,-122.35598754882812,-167.65977478027344,-117.2099838256836,-137.89219665527344,-176.6314697265625,-132.88722229003906,-145.06747436523438,-165.31532287597656,-149.16567993164062,-151.37240600585938,-157.35629272460938,-128.36662292480472,-159.38638305664062,-153.7388916015625,-185.17417907714844,-210.755859375,-163.6712188720703,-179.17684936523438,-243.578369140625,-264.14337158203125,-168.39825439453125,-213.5172576904297,-203.32823181152344,-187.13616943359366,-197.4072113037109,-177.3861083984375,-179.31520080566406,-207.8670196533203,-180.2030792236328,-215.75845336914062,-205.54293823242188,-206.40008544921875
-57.87670135498047,-62.362525939941406,-70.67841339111328,-83.7685317993164,-85.33773040771484,-85.60626220703125,-58.20647811889648,-60.08761978149414,-58.35139083862305,-76.00042724609375,-99.14166259765624,-111.00057983398438,-100.1011199951172,-92.47686767578124,-114.49568176269531,-110.88783264160156,-93.21159362792969,-122.29912567138672,-204.3379669189453,-192.1793212890625,-140.71331787109378,-154.2543487548828,-152.41075134277344,-124.43181610107422,-162.671630859375,-176.03729248046875,-127.9954605102539,-119.41067504882812,-160.13177490234375,-165.31814575195312,-117.02790832519531,-139.88035583496094,-145.20437622070312,-116.3608627319336,-159.01458740234375,-145.55108642578125,-202.4291229248047,-187.11456298828125,-195.15707397460938,-181.0487365722656,-209.51063537597656,-300.2649230957031,-192.0767517089844,-190.53868103027344,-241.85438537597656,-198.6822662353516,-200.13291931152344,-227.7537078857422,-173.0099334716797,-202.7725830078125,-215.7637634277344,-229.9788818359375,-242.35040283203125,-172.5314483642578
-58.29120635986328,-59.90784454345703,-34.243839263916016,-88.41693878173828,-88.21138763427734,-77.67377471923828,-43.11306381225586,-44.85868835449219,-56.41932678222656,-50.08694458007813,-91.27385711669922,-96.24459838867188,-80.83714294433594,-91.56671142578124,-108.88333892822266,-71.08052062988281,-92.5724868774414,-128.18391418457028,-200.3797912597656,-118.53549194335938,-150.09922790527344,-155.69464111328125,-101.34961700439452,-138.98956298828122,-159.67832946777344,-106.64862823486328,-128.38009643554688,-136.04931640625,-168.9658203125,-168.8086700439453,-149.97323608398438,-146.54432678222656,-146.08615112304688,-136.26824951171878,-173.84603881835938,-161.38534545898438,-199.0747528076172,-214.2035675048828,-169.40867614746094,-220.35763549804688,-236.8423614501953,-261.5523681640625,-195.6800079345703,-244.83245849609366,-210.9103240966797,-195.854736328125,-240.5891876220703,-249.28237915039062,-205.6776123046875,-250.4842987060547,-229.5267333984375,-191.5279083251953,-247.7310485839844,-221.08596801757812
-55.63429641723633,-49.22285079956055,-77.97919464111328,-80.86247253417969,-82.50318145751953,-89.6787338256836,-61.91901779174805,-53.67560577392578,-60.46456527709961,-89.507080078125,-113.51573181152344,-105.11231994628906,-102.34220886230469,-115.29096221923828,-99.04376220703124,-104.76263427734376,-131.95048522949222,-125.33875274658205,-170.46826171875,-126.34700012207031,-131.58430480957028,-124.02536010742188,-94.47386932373048,-129.51565551757812,-149.1017303466797,-123.6018295288086,-128.63597106933594,-180.89584350585938,-164.10789489746094,-160.79844665527344,-184.2142333984375,-142.03175354003906,-142.79000854492188,-186.40646362304688,-179.25315856933594,-154.37608337402344,-180.46713256835938,-171.07530212402344,-177.25271606445312,-188.55441284179688,-187.9555969238281,-279.8594970703125,-181.541748046875,-170.5482177734375,-179.01121520996094,-222.5890045166016,-243.62559509277344,-228.37127685546875,-221.38327026367188,-242.98536682128903,-228.4400634765625,-226.2045440673828,-272.62411499023443,-223.306640625
-56.00114440917969,-46.777320861816406,-58.45418930053711,-80.50209045410156,-87.3563003540039,-95.46775817871094,-21.53683853149414,-50.57501983642578,-64.55650329589844,-60.70569610595703,-120.00102996826172,-97.54996490478516,-77.42884826660156,-114.2309112548828,-98.96068572998048,-77.6739273071289,-130.57830810546878,-126.94811248779295,-156.0835723876953,-144.15174865722656,-157.4281768798828,-102.15189361572266,-125.57117462158205,-147.15292358398438,-110.32795715332031,-138.79806518554688,-156.50624084472656,-141.67340087890625,-126.88567352294922,-149.2027130126953,-156.9806365966797,-120.78205871582031,-140.57490539550778,-135.313232421875,-144.27891540527344,-150.6377716064453,-222.96939086914062,-188.9274444580078,-160.74424743652344,-222.2822113037109,-204.4851531982422,-269.64602661132807,-222.77828979492188,-225.5323944091797,-179.02023315429688,-248.20486450195312,-209.9125061035156,-215.5272521972656,-245.36143493652344,-195.7311553955078,-218.76690673828125,-229.59423828125,-220.5599365234375,-205.1640625
-53.32175827026367,-65.19086456298828,-42.124290466308594,-72.56055450439453,-79.51334381103516,-86.16044616699219,-51.19679260253906,-53.18095779418945,-62.09346008300781,-48.24440383911133,-109.63420104980469,-55.67103958129883,-75.41134643554688,-104.06966400146484,-101.00183868408205,-115.62752532958984,-119.5470962524414,-68.34452056884766,-108.40251159667969,-133.45877075195312,-132.27604675292972,-111.35294342041016,-96.31281280517578,-108.54769897460938,-116.46222686767578,-96.06029510498048,-122.19721221923828,-143.80508422851562,-207.6097412109375,-182.2861633300781,-161.5077667236328,-178.61463928222656,-167.61700439453125,-158.80313110351562,-207.3932342529297,-173.05776977539062,-202.357421875,-149.53359985351562,-180.6894073486328,-235.6585235595703,-181.62782287597656,-298.6976623535156,-224.01910400390625,-175.5932159423828,-209.03306579589844,-210.10366821289062,-330.7103271484375,-257.88427734375,-208.67794799804688,-295.0801086425781,-222.3685760498047,-212.13555908203125,-314.5980224609375,-205.13011169433594
-42.847999572753906,-48.8617057800293,-58.14882278442383,-78.50277709960938,-80.1087646484375,-75.86907196044922,-52.6269416809082,-46.71728897094727,-58.60550308227539,-59.48683166503906,-125.8095474243164,-88.76323699951172,-84.28716278076172,-105.59687042236328,-107.63511657714844,-96.14530181884766,-120.31765747070312,-105.65565490722656,-149.88702392578125,-159.9259796142578,-123.98685455322266,-111.28922271728516,-126.02422332763672,-121.1890106201172,-109.74351501464844,-130.83090209960938,-123.41397857666016,-159.0288543701172,-196.3018341064453,-203.02749633789062,-147.7392120361328,-162.73329162597656,-194.78369140625,-161.61038208007812,-187.84654235839844,-200.7640380859375,-190.4405212402344,-202.2724914550781,-186.08485412597656,-214.99636840820312,-223.5743865966797,-315.6663818359375,-209.98004150390625,-212.65447998046875,-211.7092437744141,-197.2792053222656,-252.9678955078125,-287.3426513671875,-208.52328491210938,-235.50173950195312,-284.37774658203125,-222.9860076904297,-217.2162322998047,-260.5892639160156
-62.750572204589844,-47.220115661621094,-56.63178634643555,-79.83751678466797,-79.44800567626953,-84.50588989257812,-59.08594131469727,-43.75838851928711,-59.302040100097656,-61.869972229003906,-115.39944458007812,-107.16378784179688,-75.34951782226562,-106.27405548095705,-121.41222381591795,-107.6094741821289,-121.28619384765624,-116.18123626708984,-147.90817260742188,-190.45013427734366,-115.1521453857422,-119.9986572265625,-160.49681091308594,-124.2818832397461,-137.66709899902344,-169.186767578125,-123.66666412353516,-133.50994873046878,-157.87322998046875,-189.4239959716797,-149.0938262939453,-125.56109619140624,-168.19305419921875,-139.14530944824222,-151.23770141601562,-177.2169952392578,-166.74713134765625,-176.38348388671875,-184.39620971679688,-153.25628662109375,-194.1662750244141,-310.8013000488281,-205.0981750488281,-179.76651000976562,-200.97679138183602,-208.55206298828125,-315.80340576171875,-242.77099609375,-206.89468383789062,-277.400634765625,-189.19964599609366,-245.86854553222656,-280.6605224609375,-206.8748321533203
-55.61758041381836,-70.14440155029297,-54.357276916503906,-91.6322784423828,-89.73471069335938,-80.65132141113281,-54.99601364135742,-35.83712387084961,-60.24997329711914,-98.68729400634766,-119.39395904541016,-112.86913299560548,-112.58050537109376,-117.84058380126952,-108.5216293334961,-132.38809204101562,-136.9173583984375,-130.08554077148438,-93.9845199584961,-183.2022247314453,-158.65667724609375,-102.54476928710938,-149.88934326171875,-111.83761596679688,-82.9407958984375,-167.09091186523438,-111.1581573486328,-175.2720947265625,-158.8615264892578,-177.8113250732422,-171.77374267578125,-153.2726287841797,-163.0865020751953,-167.04974365234375,-171.77520751953125,-176.7548065185547,-152.80384826660156,-134.37457275390622,-161.38563537597656,-186.9654693603516,-181.190185546875,-284.3964538574219,-167.5056610107422,-154.59933471679688,-204.68821716308602,-191.3429718017578,-204.19044494628903,-216.24664306640625,-176.63246154785156,-181.53846740722656,-192.8473663330078,-205.6255340576172,-206.7150115966797,-198.51600646972656
-48.27934646606445,-46.54989624023438,-54.57126998901367,-92.12452697753906,-80.387939453125,-76.91552734375,-49.7283935546875,-61.96447372436523,-60.78586196899414,-73.19738006591797,-125.94940948486328,-64.97753143310547,-85.2424087524414,-109.46875762939452,-104.38192749023438,-98.7060546875,-122.93144989013672,-74.7099609375,-144.7603759765625,-140.67538452148438,-164.2838592529297,-122.34871673583984,-119.72659301757812,-140.51206970214844,-131.42074584960938,-125.033447265625,-149.9313201904297,-144.4953155517578,-149.88365173339844,-187.08518981933602,-121.74002838134766,-152.65728759765625,-175.1221160888672,-121.8575439453125,-139.12129211425778,-194.1645812988281,-157.73828125,-180.36866760253903,-174.1556854248047,-185.7997589111328,-206.9609375,-263.7371826171875,-178.29464721679688,-190.4049835205078,-193.2591552734375,-216.6378631591797,-187.8294982910156,-282.80908203125,-228.2013092041016,-207.9831085205078,-261.4486694335937,-251.9136962890625,-227.3706512451172,-233.18731689453125
